leftUltrasonic,upperLeftUltrasonic, middleUltrasonic, upperRightUltrasonic,rightUltrasonic,L0,L1,L2,xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag,servoAngle,state
8,18,63,77,77,1,1,1,549,-284,8570,-121,62,-2174,331,-79,-689,90,2
58,16,77,66,5,1,1,1,547,-264,8709,12,11,129,270,-36,-732,90,2
8,12,50,48,80,1,1,1,488,-259,8528,17,69,111,238,-20,-734,90,2
8,12,41,40,6,1,1,1,454,-217,8613,-1,55,178,207,11,-737,90,2
7,79,20,109,66,1,1,1,597,-147,8619,2,4,223,168,2,-744,90,2
12,20,18,66,64,1,1,1,852,-338,8379,-144,12,-2539,137,9,-747,90,2
8,20,22,60,6,1,1,1,582,-271,8607,-158,-21,-2053,87,3,-743,90,2
8,19,99,58,64,1,1,1,420,-151,8543,-126,23,-1825,52,-14,-740,90,2
7,20,36,55,6,1,1,1,222,-168,8536,3,15,161,29,-51,-733,90,2
7,18,44,44,75,1,1,1,330,-206,8505,-2,69,170,15,-77,-739,90,2
8,45,16,17,7,1,1,1,297,-186,8437,-54,9,191,14,-82,-722,90,2
14,24,12,18,71,1,1,1,779,-227,8480,-116,11,-1849,6,-104,-734,90,2
7,16,12,83,81,1,1,1,500,-140,8612,-132,5,-1850,-3,-145,-725,90,2
20,13,14,85,81,1,1,1,356,-140,8515,-103,1,-1654,10,-176,-722,90,2
6,13,86,76,91,1,1,1,427,-174,8485,-121,79,-1937,-3,-203,-739,90,2
7,5,103,74,101,1,1,1,352,-193,8584,-102,45,-1629,28,-222,-732,90,2
6,17,82,75,6,1,1,1,494,-203,8570,-66,24,-830,54,-242,-742,90,2
21,19,82,76,5,1,1,1,415,-323,8572,-68,33,-975,51,-255,-741,90,2
18,20,60,60,6,1,1,1,380,-135,8568,-17,-59,130,68,-256,-732,90,2
13,30,18,20,7,1,1,1,316,-203,8482,24,-4,173,54,-248,-692,90,2
7,27,16,78,62,1,1,1,693,-287,8547,-170,40,-2237,78,-244,-696,90,2
17,15,17,60,61,1,1,1,358,-126,8571,-118,53,-2599,114,-266,-680,90,2
8,16,87,56,64,1,1,1,455,-290,8618,-157,47,-2563,164,-274,-690,90,2
7,20,57,53,6,1,1,1,153,-332,8602,0,-27,84,212,-274,-698,90,2
7,20,43,99,51,1,1,1,425,-197,8529,26,43,69,224,-318,-656,90,2
8,27,16,19,5,1,1,1,421,-198,8533,-5,-13,121,304,-232,-688,90,2
8,18,14,101,83,1,1,1,728,16,8595,-144,37,-2082,307,-195,-709,90,2
21,14,16,85,81,1,1,1,461,-242,8626,-134,5,-2181,318,-158,-718,90,2
7,15,19,77,81,1,1,1,421,-221,8529,-139,-6,-2058,305,-113,-719,90,2
7,7,69,75,75,1,1,1,441,-269,8540,-121,21,-1989,293,-65,-715,90,2
7,21,79,75,59,1,1,1,469,-230,8538,-121,22,-2103,267,-35,-713,90,2
7,21,39,48,64,1,1,1,492,-167,8471,-3,-9,103,222,-16,-742,90,2
8,59,39,39,5,1,1,1,440,-270,8552,2,-26,174,189,1,-745,90,2
8,16,19,66,6,1,1,1,595,-217,8562,10,-3,460,178,4,-752,90,2
7,22,17,63,5,1,1,1,833,-468,8510,-53,-27,-1024,164,-2,-744,90,2
15,37,19,63,59,1,1,1,396,-144,8589,-88,-21,-1350,149,7,-747,90,2
8,19,19,117,59,1,1,1,-45,-309,8505,-16,143,303,124,8,-750,90,2
7,19,20,56,58,1,1,1,539,-169,8563,-74,25,-1206,118,2,-746,90,2
20,19,24,54,58,1,1,1,607,-180,8576,-80,35,-1209,95,-3,-741,90,2
100,20,65,54,59,1,1,1,429,-205,8565,-89,34,-1327,70,-6,-734,90,2
9,19,59,50,6,1,1,1,274,-119,8521,-11,39,124,48,-40,-734,90,2
9,6,44,48,69,1,1,1,558,-167,8534,-177,6,-2048,20,-48,-740,90,2
7,4,23,22,86,1,1,1,476,-133,8577,-32,-40,179,6,-76,-738,90,2
16,27,20,94,83,1,1,1,947,-291,8522,-111,45,-2278,3,-111,-737,90,2
8,22,20,77,80,1,1,1,414,-160,8527,-138,-1,-2147,-11,-151,-725,90,2
7,20,22,52,58,1,1,1,442,-266,8693,-138,-27,-2102,0,-180,-740,90,2
34,20,56,63,6,1,1,1,355,-174,8536,-94,30,-1303,14,-216,-742,90,2
7,18,84,70,72,1,1,1,139,-265,8521,-15,38,258,16,-220,-736,90,2
22,21,91,68,7,1,1,1,575,-61,8605,-117,19,-1837,31,-245,-731,90,2
7,20,58,56,6,1,1,1,291,-266,8573,-43,46,133,57,-249,-729,90,2
7,11,18,17,60,1,1,1,268,-143,8545,-46,43,205,60,-228,-680,90,2
6,5,7,100,66,1,1,1,727,-295,8618,-135,-8,-2093,67,-251,-681,90,2
12,15,14,112,65,1,1,1,391,-145,8572,-109,39,-2062,100,-252,-686,90,2
7,14,15,62,64,1,1,1,275,-204,8614,-160,-26,-2059,129,-253,-691,90,2
27,15,73,59,5,1,1,1,407,-241,8607,-157,34,-2226,165,-261,-693,90,2
7,6,63,58,6,1,1,1,398,-83,8560,-120,21,-1535,188,-266,-698,90,2
6,4,50,49,83,1,1,1,508,-260,8518,6,-35,167,194,-302,-658,90,2
7,13,18,24,92,1,1,1,464,-341,8560,-11,53,112,324,-278,-664,90,2
8,20,17,136,87,1,1,1,774,-404,8659,-160,-35,-1915,335,-221,-683,90,2
8,16,17,90,85,1,1,1,562,-208,8588,-140,5,-2320,341,-177,-693,90,2
8,16,20,49,85,1,1,1,539,-274,8557,-139,-14,-1963,328,-124,-684,90,2
7,18,52,80,81,1,1,1,486,-283,8557,-101,40,-1705,319,-73,-691,90,2
7,7,74,79,73,1,1,1,521,-262,8607,-126,37,-2027,316,-30,-680,90,2
8,18,50,59,6,1,1,1,481,-280,8470,-1,29,231,243,-23,-735,90,2
6,19,41,46,5,1,1,1,449,-178,8450,-40,-29,190,210,-4,-736,90,2
7,12,16,72,64,1,1,1,538,-155,8560,23,33,250,195,-11,-743,90,2
6,17,15,64,6,1,1,1,632,-295,8620,-120,31,-1654,161,15,-745,90,2
7,37,16,62,5,1,1,1,480,-324,8565,-82,23,-1695,131,7,-735,90,2
6,17,18,57,60,1,1,1,395,-126,8520,-114,16,-1866,103,5,-745,90,2
38,17,104,56,60,1,1,1,401,-200,8530,-89,-6,-1697,69,-9,-733,90,2
9,19,37,54,74,1,1,1,423,-91,8610,-119,46,-1619,30,-24,-736,90,2
10,19,54,51,83,1,1,1,191,-155,8460,-18,18,236,24,-48,-736,90,2
7,19,53,47,5,1,1,1,149,-223,8585,-11,15,138,25,-55,-731,90,2
7,2,32,34,82,1,1,1,386,-204,8607,17,-8,318,6,-94,-734,90,2
